unit_nr,time_cycles,setting_1,setting_2,setting_3,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21,RUL_raw,RUL
1,45,-0.0013,-0.0,100.0,0.2170105,0.24691772,0.25580597,0.73137665,0.19970703,0.13296127,0.23218155,0.7927704,0.18017578,0.14100647,0.27817917,0.27975845,0.7214699,0.8194275,147,125
1,46,0.0003,0.0001,100.0,0.22085571,0.23327637,0.247221,0.7398758,0.2055664,0.12957,0.21828842,0.7678833,0.18554688,0.14034271,0.27989578,0.28033447,0.716156,0.82919693,146,125
1,47,0.0,0.0005,100.0,0.22573853,0.2287445,0.24033165,0.7465744,0.20800781,0.12332153,0.20613861,0.7498169,0.19042969,0.14194489,0.2918167,0.27228165,0.7189026,0.833622,145,125
1,48,0.0019,0.0001,100.0,0.24212646,0.23166656,0.23487854,0.745842,0.20654297,0.116558075,0.19773865,0.7423706,0.19433594,0.14531708,0.31328964,0.2612152,0.7232132,0.82995224,144,125
1,49,-0.0014,0.0005,100.0,0.27523804,0.23554611,0.23073006,0.7346802,0.19921875,0.1121254,0.18889618,0.74609375,0.19824219,0.14936829,0.34083557,0.25206757,0.7236557,0.81593704,143,125
1,50,-0.0032,-0.0001,100.0,0.3161316,0.23462296,0.22772026,0.71673584,0.1875,0.11135101,0.17676926,0.7583618,0.2006836,0.15312576,0.36944962,0.24494553,0.7205086,0.7911377,142,125
1,51,-0.001,0.0003,100.0,0.34732056,0.22942734,0.22620392,0.70175934,0.17626953,0.113414764,0.16600418,0.7746887,0.2006836,0.15614319,0.3913269,0.23727036,0.7170181,0.7584114,141,125
1,52,0.0018,-0.0001,100.0,0.35632324,0.22652435,0.2276516,0.6992035,0.16796875,0.11605835,0.16513824,0.79112244,0.19726562,0.15838242,0.3971634,0.22799683,0.71390533,0.72389984,140,125
1,53,0.0021,-0.0001,100.0,0.34301758,0.23163605,0.23288345,0.7100754,0.16308594,0.116874695,0.17654037,0.8049469,0.1899414,0.16007233,0.383461,0.21783447,0.70765686,0.695343,139,125
1,54,-0.0002,0.0005,100.0,0.31552124,0.24390411,0.24009705,0.7259064,0.16113281,0.1148262,0.19249725,0.8129425,0.1821289,0.16156769,0.35816193,0.20662689,0.69413376,0.67915726,138,125
1,55,0.0009,-0.0,100.0,0.28216553,0.25918198,0.24631119,0.7372894,0.16357422,0.11107254,0.20270157,0.81159973,0.17578125,0.16281891,0.33626938,0.1936531,0.67424774,0.67741776,137,125
1,56,0.0007,-0.0002,100.0,0.24905396,0.27605057,0.250494,0.74287415,0.17236328,0.10808563,0.2039299,0.8009033,0.17236328,0.16308975,0.32821274,0.18090057,0.65587616,0.6873436,136,125
1,57,-0.0033,0.0,100.0,0.22180176,0.29348373,0.2542858,0.7484207,0.18701172,0.10754013,0.20124054,0.7868042,0.17041016,0.16168594,0.33213425,0.17381668,0.64790344,0.703804,135,125
1,58,-0.0014,0.0001,100.0,0.20565796,0.3043785,0.25943375,0.757637,0.2055664,0.10920715,0.20163345,0.7781677,0.17041016,0.15895462,0.3373375,0.17675781,0.65205,0.72083664,134,125
1,59,-0.0006,0.0002,100.0,0.20184326,0.29934692,0.26445198,0.76691437,0.22216797,0.111595154,0.20843506,0.7792969,0.17382812,0.15612411,0.3354683,0.18823242,0.66222763,0.7313194,133,125
1,60,-0.001,-0.0002,100.0,0.20706177,0.27920532,0.26451683,0.76956177,0.23486328,0.11318588,0.2211113,0.7848053,0.18164062,0.15406036,0.32772827,0.20223999,0.6710892,0.7299843,132,125
1,61,0.0004,0.0005,100.0,0.21713257,0.25751877,0.25632668,0.7628708,0.2421875,0.113025665,0.23792648,0.7837982,0.19042969,0.15262222,0.32094193,0.21414185,0.6750374,0.7191658,131,125
1,62,0.0004,0.0001,100.0,0.2293396,0.24742508,0.24323273,0.75014496,0.24267578,0.111061096,0.25636673,0.77064514,0.1977539,0.151268,0.3185463,0.22248459,0.6748543,0.7078972,130,125
1,63,0.0015,0.0002,100.0,0.24145508,0.25029373,0.23373032,0.7384949,0.2368164,0.10854721,0.27126312,0.7512665,0.203125,0.1499672,0.3171997,0.22642899,0.6745796,0.70238876,129,125
1,64,0.0017,0.0002,100.0,0.25198364,0.25920105,0.23404503,0.73472595,0.22998047,0.107616425,0.2762413,0.7381439,0.20996094,0.14926147,0.31163025,0.22616196,0.67881775,0.69999695,128,125
1,65,-0.0,0.0005,100.0,0.26071167,0.26779175,0.24343681,0.741272,0.2265625,0.109451294,0.26981354,0.7393799,0.21923828,0.14954376,0.3014984,0.22515869,0.68872833,0.6953392,127,125
1,66,-0.0007,-0.0004,100.0,0.26766968,0.2722435,0.2566471,0.75509644,0.22949219,0.11297989,0.25831223,0.75253296,0.22851562,0.15054321,0.2932663,0.22705078,0.7003212,0.69013214,126,125
1,67,0.0016,-0.0004,100.0,0.27130127,0.26904297,0.26879692,0.76981354,0.23583984,0.11592865,0.25003052,0.767395,0.23828125,0.15158081,0.29434967,0.2299614,0.7068291,0.69312286,125,125
1,68,-0.0018,0.0,100.0,0.26950073,0.25567627,0.2776146,0.7788086,0.24023438,0.11695099,0.2471962,0.77490234,0.24902344,0.15230942,0.30459595,0.22733307,0.7029152,0.7096062,124,124
1,69,-0.0022,0.0005,100.0,0.26312256,0.23363495,0.28281975,0.77770996,0.2368164,0.116249084,0.24556732,0.7733154,0.25830078,0.15303802,0.31512833,0.21473694,0.6885643,0.7336159,123,123
1,70,-0.0005,0.0002,100.0,0.2571411,0.21030426,0.28405,0.76639557,0.2265625,0.11457443,0.24141693,0.76756287,0.26123047,0.15412903,0.316967,0.19457245,0.67033005,0.752758,122,122
1,71,0.0016,-0.0003,100.0,0.256958,0.1963501,0.27926064,0.7492447,0.21289062,0.112285614,0.23661423,0.763504,0.2548828,0.15537643,0.3105278,0.17477036,0.6574936,0.7600517,121,121
1,72,-0.0017,0.0001,100.0,0.26275635,0.1977005,0.26628494,0.73230743,0.20117188,0.10935974,0.23611832,0.762558,0.23925781,0.15629959,0.30540085,0.16323853,0.65532684,0.7588005,120,120
1,73,-0.0012,-0.0002,100.0,0.26791382,0.20979309,0.24689674,0.719841,0.19384766,0.106025696,0.24183273,0.7607422,0.22216797,0.15706635,0.3103752,0.16283035,0.6625557,0.75561523,119,119
1,74,0.0027,0.0001,100.0,0.26474,0.22224045,0.22831917,0.71321106,0.19042969,0.10303497,0.25087357,0.7536621,0.21142578,0.15851974,0.32392502,0.17148209,0.67498016,0.7519226,118,118
1,75,0.0009,-0.0004,100.0,0.25152588,0.22795486,0.21898079,0.711792,0.18896484,0.100868225,0.25973892,0.7422333,0.21435547,0.161129,0.3352852,0.18734741,0.68819046,0.7439575,117,117
1,76,-0.0015,0.0002,100.0,0.23287964,0.22652435,0.22174263,0.71315,0.1899414,0.098976135,0.26789093,0.73228455,0.2319336,0.16424179,0.3349495,0.21112442,0.6966629,0.7293205,116,116
1,77,0.0022,0.0004,100.0,0.21481323,0.22290802,0.23113823,0.7139282,0.19384766,0.09654617,0.27658463,0.727478,0.2553711,0.16652298,0.3234024,0.24126816,0.69477844,0.7113571,115,115
1,78,0.004,0.0002,100.0,0.20281982,0.22482681,0.2383194,0.7127075,0.2006836,0.09380722,0.28534698,0.7254181,0.27197266,0.16694641,0.3093834,0.26961136,0.6810036,0.6963501,114,114
1,79,0.0022,-0.0002,100.0,0.2020874,0.23731995,0.23992729,0.71138,0.21044922,0.092048645,0.2899971,0.7222748,0.27148438,0.16539764,0.3007698,0.2856636,0.6594124,0.68668747,113,113
1,80,-0.0002,-0.0004,100.0,0.21484375,0.25752258,0.2416935,0.7120819,0.2211914,0.09249115,0.28467178,0.71868896,0.2529297,0.16262817,0.29860687,0.28521347,0.63657,0.67837524,112,112
1,81,-0.0018,-0.0004,100.0,0.23657227,0.27730942,0.2523632,0.71458435,0.22949219,0.0954628,0.2680397,0.7183838,0.22607422,0.15982437,0.3002205,0.27306366,0.6183853,0.6662674,111,111
1,82,-0.0012,0.0001,100.0,0.25698853,0.29089737,0.27474403,0.7178879,0.23046875,0.10034561,0.2472992,0.72273254,0.20361328,0.15789795,0.30577087,0.25868607,0.60947037,0.6509514,110,110
1,83,0.0004,0.0005,100.0,0.2652588,0.2977028,0.3035717,0.72260284,0.22509766,0.105781555,0.23338318,0.729126,0.1928711,0.15696716,0.31840134,0.25045013,0.61289597,0.6394501,109,109
1,84,0.0005,0.0002,100.0,0.25582886,0.2984314,0.3310814,0.7296982,0.22070312,0.110126495,0.23181152,0.7337036,0.1928711,0.15647125,0.33880234,0.25099564,0.62815094,0.6390457,108,108
1,85,0.0025,0.0003,100.0,0.23303223,0.29132462,0.35269928,0.73757935,0.22363281,0.11234665,0.23990631,0.73368835,0.19824219,0.15584564,0.36276245,0.25537872,0.64967346,0.65085983,107,107
1,86,-0.0012,0.0004,100.0,0.20974731,0.27430344,0.36738205,0.7418747,0.23291016,0.11276245,0.25161362,0.72824097,0.20410156,0.15515137,0.38350296,0.25557327,0.6704483,0.669857,106,106
1,87,0.0,-0.0004,100.0,0.19918823,0.25070953,0.3751297,0.73713684,0.24072266,0.11269379,0.26197433,0.71842957,0.20898438,0.15493011,0.39356232,0.24926376,0.68826294,0.6908188,105,105
1,88,0.0029,0.0003,100.0,0.20703125,0.23078537,0.37631035,0.72045135,0.24365234,0.11306381,0.26809692,0.706192,0.21533203,0.15546417,0.3860817,0.24284363,0.7060356,0.7120247,104,104
1,89,0.0008,-0.0001,100.0,0.23092651,0.22535706,0.37222672,0.6962204,0.24267578,0.11343384,0.26979828,0.6938629,0.22265625,0.15641403,0.36052322,0.24463272,0.72480774,0.73091125,103,103
1,90,0.0017,-0.0001,100.0,0.26464844,0.23720169,0.36471558,0.6761322,0.24414062,0.11261368,0.2703781,0.68434143,0.22802734,0.15722275,0.32867813,0.25669098,0.7382698,0.74002075,102,102
1,91,0.0025,-0.0004,100.0,0.30093384,0.2574005,0.35604668,0.67015076,0.25,0.1100502,0.27418518,0.6796875,0.22802734,0.15756989,0.3101883,0.27427292,0.7364845,0.73273087,101,101
1,92,0.001,-0.0002,100.0,0.33102417,0.270401,0.34867477,0.6767044,0.25634766,0.10643387,0.28185272,0.6799927,0.22167969,0.1573143,0.3177147,0.29159927,0.7157097,0.7120323,100,100
1,93,0.0032,0.0002,100.0,0.34484863,0.26710892,0.34311104,0.68387604,0.25732422,0.10300064,0.28935623,0.68414307,0.2109375,0.15626907,0.3458023,0.30507278,0.6843262,0.6884804,99,99
1,94,-0.0021,0.0002,100.0,0.3357544,0.25627518,0.3373356,0.6800461,0.25048828,0.10048294,0.2926445,0.6912842,0.2006836,0.15422821,0.3748665,0.31084442,0.658226,0.669117,98,98
1,95,0.0019,0.0003,100.0,0.3060608,0.25889206,0.33082008,0.6627579,0.2397461,0.09870148,0.29208374,0.7001953,0.19433594,0.15133286,0.38703918,0.30426788,0.6489868,0.65266037,97,97
1,96,-0.0034,0.0001,100.0,0.26834106,0.2865219,0.32748604,0.6399231,0.23144531,0.097099304,0.29214096,0.708313,0.19628906,0.14823532,0.3799858,0.2855835,0.6551895,0.63656235,96,96
1,97,0.0035,-0.0003,100.0,0.23999023,0.3273735,0.33166504,0.62400055,0.22753906,0.09570694,0.2980652,0.7121277,0.20458984,0.14582443,0.36659622,0.26291275,0.6645813,0.62563324,95,95
1,98,0.0006,0.0004,100.0,0.23379517,0.35689163,0.34183693,0.6226578,0.22851562,0.09542084,0.31267548,0.7091675,0.21582031,0.14445496,0.36167145,0.24592209,0.66506577,0.6305618,94,94
1,99,-0.0005,-0.0,100.0,0.25006104,0.359478,0.35064697,0.6326904,0.23339844,0.09725952,0.33368683,0.70043945,0.22558594,0.1435585,0.36951828,0.23821259,0.6537399,0.6572342,93,93
1,100,-0.0021,-0.0003,100.0,0.27667236,0.33861923,0.3513012,0.6434021,0.2421875,0.101112366,0.3529396,0.6907959,0.23144531,0.14232635,0.38319016,0.23793793,0.63642883,0.6985016,92,92
1,101,0.0012,0.0003,100.0,0.29656982,0.31047058,0.3434372,0.64678955,0.25341797,0.10537338,0.36032486,0.6860504,0.234375,0.14081573,0.3926239,0.24321365,0.6214676,0.7383766,91,91
1,102,0.0017,0.0005,100.0,0.29937744,0.29167557,0.33270645,0.6432266,0.26171875,0.107997894,0.35090256,0.6893921,0.2368164,0.1400795,0.39302063,0.25418472,0.6153488,0.76457214,90,90
1,103,-0.0013,0.0001,100.0,0.28964233,0.29087067,0.32514572,0.63819885,0.26464844,0.10810852,0.32899857,0.6986084,0.2397461,0.14097595,0.3877716,0.2723732,0.62176514,0.7757683,89,89
1,104,-0.0001,0.0001,100.0,0.2842102,0.3061447,0.32257462,0.637558,0.2626953,0.106616974,0.30607224,0.70677185,0.24169922,0.1431694,0.383564,0.29994202,0.6405029,0.77753067,88,88
1,105,0.0024,0.0004,100.0,0.29867554,0.32749176,0.32307625,0.64546204,0.2607422,0.105163574,0.29431534,0.70751953,0.24023438,0.14549637,0.38151932,0.33691025,0.6661415,0.7734833,87,87
1,106,0.0,0.0001,100.0,0.33346558,0.34262848,0.32411194,0.66228485,0.26416016,0.10481644,0.29991913,0.7011719,0.23730469,0.14706802,0.3758812,0.37667084,0.6902771,0.7614746,86,86
1,107,-0.0012,-0.0001,100.0,0.37295532,0.34376907,0.3246174,0.68200684,0.2734375,0.105781555,0.31966782,0.6938782,0.23828125,0.1477356,0.36445618,0.40652466,0.70747375,0.73765564,85,85
1,108,0.0008,0.0001,100.0,0.39816284,0.3318367,0.32496834,0.694252,0.28466797,0.107860565,0.34275055,0.691391,0.24804688,0.14772797,0.3564644,0.41641235,0.71767807,0.7028351,84,84
1,109,-0.0011,-0.0003,100.0,0.40179443,0.31501007,0.32570457,0.6915436,0.2915039,0.11057663,0.35690308,0.6944275,0.26660156,0.14744186,0.36431503,0.4077835,0.7215576,0.6644592,83,83
1,110,-0.0,0.0004,100.0,0.390625,0.30282593,0.32657814,0.6754379,0.29101562,0.11311722,0.35583878,0.6993561,0.28808594,0.14733124,0.38867188,0.39266205,0.7171402,0.6336479,82,82
1,111,0.0008,0.0004,100.0,0.37557983,0.30117416,0.32702255,0.657135,0.28320312,0.11458588,0.34323883,0.70155334,0.3076172,0.14757538,0.4161148,0.38356018,0.70430374,0.6194191,81,81
1,112,0.0005,0.0003,100.0,0.36212158,0.30976486,0.32720757,0.6519394,0.27197266,0.114494324,0.329422,0.6977539,0.3203125,0.1479187,0.43085098,0.38412094,0.6890907,0.6225281,80,80
1,113,0.0007,0.0001,100.0,0.3506775,0.32188034,0.3283577,0.6695938,0.26367188,0.113098145,0.32274628,0.68670654,0.32373047,0.14800262,0.42594147,0.38824844,0.6790161,0.63345337,79,79
1,114,0.0003,0.0004,100.0,0.3409729,0.3288231,0.3322811,0.7064667,0.2607422,0.1112175,0.3242874,0.6695099,0.3173828,0.14772797,0.40496445,0.38692856,0.6753998,0.63850784,78,78
1,115,-0.0017,0.0005,100.0,0.3333435,0.32850647,0.34049034,0.7471771,0.26220703,0.10956955,0.33094025,0.64945984,0.30322266,0.14709854,0.37732697,0.37644577,0.67292786,0.63045883,77,77
1,116,-0.002,-0.0003,100.0,0.32901,0.3297577,0.35297012,0.7743912,0.265625,0.108112335,0.34065628,0.6305847,0.28808594,0.14591217,0.35221863,0.36206818,0.6663704,0.6144638,76,76
1,117,0.0005,0.0004,100.0,0.331604,0.34479904,0.36771202,0.7779999,0.26953125,0.106105804,0.35246658,0.6157837,0.27783203,0.14402008,0.33441925,0.3541298,0.65486145,0.6038017,75,75
1,118,-0.0006,-0.0004,100.0,0.34640503,0.37597656,0.38239098,0.75792694,0.2734375,0.10280609,0.3637886,0.6054535,0.27197266,0.141922,0.3245201,0.35844803,0.63936615,0.6082344,74,74
1,119,0.0013,0.0005,100.0,0.375885,0.4109459,0.39587975,0.720665,0.27734375,0.09836578,0.3708763,0.59799194,0.27001953,0.14087296,0.32231522,0.3701477,0.6200943,0.6251221,73,73
1,120,-0.0024,0.0005,100.0,0.415802,0.43115997,0.40641975,0.67311096,0.2841797,0.09418869,0.37204742,0.59233093,0.27246094,0.14189148,0.3285637,0.37815857,0.5993767,0.64115524,72,72
1,121,-0.0033,0.0004,100.0,0.45535278,0.4247017,0.4098091,0.61950684,0.29345703,0.09221649,0.36943436,0.5900116,0.28222656,0.14453888,0.34262848,0.37565994,0.5831108,0.6429291,71,71
1,122,0.0026,-0.0001,100.0,0.48101807,0.39272308,0.4035282,0.5652466,0.30322266,0.09354401,0.367527,0.5936737,0.29785156,0.14716339,0.3602867,0.36534882,0.5749893,0.62696457,70,70
1,123,0.0016,-0.0002,100.0,0.4840393,0.34746552,0.39239502,0.52145386,0.30810547,0.09731674,0.37010193,0.6034241,0.31103516,0.14845657,0.37642288,0.35494614,0.57273865,0.60085297,69,69
1,124,0.0025,0.0002,100.0,0.4666748,0.3059082,0.38534546,0.5007324,0.3046875,0.10147858,0.37792206,0.616333,0.3149414,0.14845657,0.39006042,0.34916306,0.57330704,0.5759659,68,68
1,125,-0.0004,0.0005,100.0,0.43978882,0.28279877,0.3858261,0.50468445,0.29492188,0.10455322,0.38877487,0.6301727,0.31201172,0.14799881,0.40452957,0.3470993,0.57725906,0.5597954,67,67
1,126,0.0016,0.0001,100.0,0.41397095,0.28422928,0.39001846,0.5189514,0.2861328,0.10617828,0.3994255,0.64567566,0.30859375,0.14736557,0.42094803,0.34649277,0.5841179,0.55472183,66,66
1,127,-0.001,0.0002,100.0,0.39505005,0.30397034,0.39513588,0.52571106,0.2841797,0.106098175,0.4072914,0.6627197,0.3095703,0.1458168,0.43330383,0.3467636,0.5871849,0.56079865,65,65
1,128,-0.0006,0.0003,100.0,0.3869934,0.32754517,0.40331078,0.5214081,0.29003906,0.103816986,0.4113388,0.6766205,0.31298828,0.1426773,0.4331894,0.34701538,0.5778122,0.57678604,64,64
1,129,-0.0033,0.0003,100.0,0.39297485,0.34386826,0.41514587,0.51844025,0.30126953,0.09964752,0.4126091,0.6805115,0.3154297,0.13868332,0.41978455,0.34505844,0.55452347,0.59807587,63,63
1,130,-0.0007,0.0002,100.0,0.4100647,0.35234833,0.4245224,0.5292816,0.31347656,0.095401764,0.41329575,0.67204285,0.3173828,0.13582611,0.4027481,0.3409691,0.5262184,0.6157379,62,62
