unit_nr,time_cycles,setting_1,setting_2,setting_3,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21,RUL_raw,RUL
1,35,0.0003,0.0002,100.0,0.35392168,0.30870533,0.32893586,0.74470264,0.2125357,0.12040267,0.27565292,0.7071327,0.2535882,0.17097306,0.36757943,0.31536725,0.6206948,0.69803107,157,125
1,36,-0.0004,-0.0002,100.0,0.33035088,0.29529488,0.32824308,0.7437495,0.21645077,0.12437235,0.2638326,0.72487104,0.2483787,0.17313369,0.36863714,0.3183196,0.62321466,0.71249914,156,125
1,37,-0.0004,-0.0,100.0,0.3042985,0.2903904,0.32381532,0.74038786,0.22264524,0.13007672,0.25102836,0.7395377,0.24588169,0.17378369,0.35950541,0.32318947,0.61989003,0.72211146,155,125
1,38,-0.0018,-0.0002,100.0,0.2866889,0.29448774,0.32057327,0.73125714,0.22815934,0.13503525,0.24122073,0.7456691,0.24399823,0.17336032,0.3462919,0.32796746,0.61340314,0.72208947,154,125
1,39,-0.003,-0.0001,100.0,0.28235507,0.30559823,0.32204396,0.7157957,0.2318385,0.13809678,0.23832309,0.7448213,0.24112315,0.17227961,0.33607584,0.3313047,0.6118122,0.71413124,153,125
1,40,-0.0,-0.0004,100.0,0.28757465,0.3207767,0.32788134,0.6967414,0.23414841,0.13994128,0.2449718,0.7436415,0.2386362,0.17044689,0.3325602,0.333518,0.6206231,0.70347947,152,125
1,41,0.0033,0.0004,100.0,0.29475102,0.3360132,0.3346697,0.6784683,0.23541501,0.14179732,0.26051915,0.7468366,0.23875473,0.16742365,0.33435032,0.3361287,0.6359697,0.6947076,151,125
1,42,0.0005,-0.0004,100.0,0.29968143,0.34601948,0.33849564,0.6649443,0.23567908,0.14410569,0.2798173,0.7518041,0.24139337,0.16315272,0.33682564,0.3409433,0.6474184,0.6905561,150,125
1,43,-0.0027,0.0005,100.0,0.3036408,0.34662876,0.33721018,0.65809995,0.23594657,0.1464709,0.29493174,0.7509458,0.24474488,0.1583942,0.33625636,0.34881228,0.64776266,0.6922258,149,125
1,44,-0.0001,0.0002,100.0,0.30880457,0.338192,0.33153918,0.6574921,0.23783854,0.14811747,0.29963994,0.73955655,0.24802357,0.15426655,0.33255443,0.35811606,0.63896185,0.69874865,148,125
1,45,-0.0013,-0.0,100.0,0.31391692,0.3259141,0.32423463,0.6613743,0.24170037,0.14790429,0.29360452,0.720392,0.25173283,0.1516263,0.32905805,0.36477417,0.62920773,0.7071184,147,125
1,46,0.0003,0.0001,100.0,0.3168196,0.31635982,0.31763557,0.66738635,0.24598293,0.14473812,0.28244883,0.7005917,0.2558159,0.15098897,0.3303391,0.36517155,0.6252583,0.71408457,146,125
1,47,0.0,0.0005,100.0,0.3205169,0.31318092,0.31234267,0.6721396,0.24837959,0.13890134,0.2726902,0.6862095,0.25941446,0.15252478,0.33922487,0.35960457,0.6273004,0.7172413,145,125
1,48,0.0019,0.0001,100.0,0.3328773,0.3152316,0.3081517,0.67161983,0.24698813,0.13258488,0.26594386,0.6802834,0.2622483,0.1557568,0.35524097,0.35195372,0.6305029,0.71462464,144,125
1,49,-0.0014,0.0005,100.0,0.35786724,0.3179474,0.30496278,0.66372234,0.24117514,0.12844464,0.2588429,0.6832395,0.2646807,0.15964274,0.37578,0.34562892,0.63083285,0.70462996,143,125
1,50,-0.0032,-0.0001,100.0,0.3887639,0.31730196,0.30264935,0.65100944,0.23236695,0.1277174,0.24910353,0.69302124,0.26648483,0.16324335,0.39711717,0.3407049,0.6284936,0.686948,142,125
1,51,-0.001,0.0003,100.0,0.41230163,0.3136608,0.3014854,0.6404057,0.2235566,0.12964618,0.24045841,0.70600545,0.2665643,0.1661366,0.4134338,0.33539852,0.62590086,0.6636118,141,125
1,52,0.0018,-0.0001,100.0,0.41908312,0.31162837,0.30259883,0.63859594,0.21715467,0.13211845,0.23976324,0.7190814,0.26396808,0.1682829,0.41778553,0.32898772,0.6235886,0.6390028,140,125
1,53,0.0021,-0.0001,100.0,0.40905327,0.31521,0.30661884,0.6462933,0.21353279,0.13288003,0.24891968,0.73008686,0.2589257,0.16990094,0.40756544,0.32196134,0.6189423,0.6186406,139,125
1,54,-0.0002,0.0005,100.0,0.38829064,0.32380703,0.31216174,0.65750843,0.2122368,0.13096346,0.26173496,0.73643976,0.25306863,0.17133318,0.3887014,0.3142144,0.60889167,0.6070994,138,125
1,55,0.0009,-0.0,100.0,0.36312196,0.3345098,0.31693864,0.6655677,0.21403806,0.12746085,0.26993296,0.73537666,0.24846803,0.17253457,0.37237513,0.30524385,0.59411436,0.605859,137,125
1,56,0.0007,-0.0002,100.0,0.33810738,0.3463283,0.32015273,0.6695202,0.22060578,0.124667495,0.27091795,0.7268697,0.2459386,0.17279564,0.36636987,0.29642835,0.580458,0.61293656,136,125
1,57,-0.0033,0.0,100.0,0.31754422,0.35854238,0.3230655,0.6734464,0.23206374,0.12415845,0.2687578,0.71564746,0.24477811,0.17144944,0.3692925,0.2915283,0.574534,0.62467533,135,125
1,58,-0.0014,0.0001,100.0,0.3053503,0.36617583,0.32702205,0.67997295,0.24597533,0.12571445,0.26907313,0.7087806,0.24476442,0.16883132,0.37317026,0.29356343,0.57761633,0.6368188,134,125
1,59,-0.0006,0.0002,100.0,0.30247134,0.36265045,0.3308791,0.6865337,0.25909957,0.12794521,0.27453586,0.7096737,0.24722745,0.16611493,0.37177846,0.30149546,0.58518153,0.6442938,133,125
1,60,-0.001,-0.0002,100.0,0.3064093,0.3485382,0.3309296,0.6884165,0.26916,0.12943372,0.28471717,0.71405256,0.25279903,0.1641378,0.36600485,0.31117982,0.5917648,0.64334273,132,125
1,61,0.0004,0.0005,100.0,0.31401318,0.33334357,0.32463425,0.6836802,0.2746867,0.12928478,0.29822284,0.713248,0.25940406,0.16276057,0.3609459,0.31940898,0.5946986,0.6356295,131,125
1,62,0.0004,0.0001,100.0,0.32321137,0.32627207,0.31457156,0.6746687,0.27480814,0.12744538,0.3130315,0.70278406,0.26452094,0.1614608,0.35915944,0.3251768,0.5945636,0.62759346,130,125
1,63,0.0015,0.0002,100.0,0.33237883,0.32828155,0.3072685,0.666424,0.27039784,0.12509815,0.32499218,0.6873737,0.26849633,0.16021483,0.35815704,0.32790452,0.59436005,0.6236668,129,125
1,64,0.0017,0.0002,100.0,0.34032187,0.3345217,0.30751085,0.66375047,0.26481527,0.12423214,0.32899114,0.67692274,0.27348536,0.15953898,0.3540021,0.327718,0.5975068,0.621961,128,125
1,65,-0.0,0.0005,100.0,0.34691566,0.34054226,0.31472933,0.6683893,0.2622817,0.12594593,0.32383144,0.6779111,0.2800432,0.1598094,0.3464465,0.32702562,0.60487294,0.61863756,127,125
1,66,-0.0007,-0.0004,100.0,0.3521794,0.34365946,0.32488182,0.67817396,0.2647091,0.12923919,0.3145928,0.6883683,0.28707218,0.16076674,0.34030885,0.32833323,0.6134912,0.6149257,126,125
1,67,0.0016,-0.0004,100.0,0.3549026,0.34141725,0.33421746,0.6885911,0.26985973,0.13199477,0.30794355,0.7002063,0.294214,0.16176257,0.34111446,0.3303459,0.6183263,0.6170594,125,125
1,68,-0.0018,0.0,100.0,0.35354447,0.33205107,0.34099448,0.69496036,0.27297837,0.13295154,0.30566582,0.7061753,0.30174217,0.16246295,0.34875727,0.32852846,0.6154178,0.6288105,124,124
1,69,-0.0022,0.0005,100.0,0.34873712,0.31660804,0.3449957,0.694187,0.27051425,0.13229331,0.3043565,0.7049101,0.30832243,0.16315658,0.3566098,0.31982023,0.60475254,0.6459327,123,123
1,70,-0.0005,0.0002,100.0,0.34420854,0.3002616,0.34594065,0.6861744,0.262498,0.13072795,0.30102456,0.7003333,0.3106672,0.164206,0.35797852,0.30588126,0.5912,0.6595797,122,122
1,71,0.0016,-0.0003,100.0,0.34407985,0.2904874,0.3422609,0.6740223,0.25205112,0.1285931,0.2971673,0.6971087,0.30603012,0.16540046,0.3531819,0.29218772,0.58166116,0.66478324,121,121
1,72,-0.0017,0.0001,100.0,0.34846178,0.29143146,0.3322862,0.66203797,0.24297394,0.12586002,0.29676813,0.6963501,0.29496768,0.16628367,0.34935814,0.28421503,0.5800482,0.6638902,120,120
1,73,-0.0012,-0.0002,100.0,0.35234824,0.29990396,0.31738728,0.6532105,0.2372805,0.122744165,0.301358,0.6949104,0.2821162,0.16702044,0.353066,0.28393248,0.58542186,0.66161996,119,119
1,74,0.0027,0.0001,100.0,0.349942,0.30862674,0.30311105,0.6485168,0.23459077,0.11994907,0.30862004,0.68926454,0.2743006,0.16841437,0.36317,0.2899139,0.59465915,0.65898633,118,118
1,75,0.0009,-0.0004,100.0,0.33997777,0.31262693,0.29593474,0.64750797,0.23373483,0.117923796,0.31573784,0.68017673,0.27670872,0.17091402,0.37164047,0.3008834,0.6044756,0.653308,117,117
1,76,-0.0015,0.0002,100.0,0.32589692,0.31162652,0.29805675,0.64847517,0.23446234,0.11616042,0.32228374,0.6722529,0.28943673,0.17389838,0.3713908,0.31732213,0.6107719,0.6428684,116,116
1,77,0.0022,0.0004,100.0,0.31226274,0.3090936,0.3052777,0.6490264,0.23729971,0.11388864,0.3292665,0.6684271,0.30658072,0.17608613,0.36278072,0.3381625,0.60937095,0.63006127,115,115
1,78,0.004,0.0002,100.0,0.30320734,0.31043923,0.31079507,0.6481593,0.24257658,0.11132848,0.33630663,0.6667961,0.31867,0.17649244,0.3523243,0.35775676,0.5991349,0.6193621,114,114
1,79,0.0022,-0.0002,100.0,0.30266178,0.31919008,0.31203154,0.6472142,0.25004318,0.109688535,0.34003925,0.6643005,0.31811506,0.17500506,0.34590548,0.36885563,0.58308697,0.6124708,113,113
1,80,-0.0002,-0.0004,100.0,0.31227985,0.33334556,0.3133889,0.6477204,0.2583466,0.1100994,0.3357639,0.66144496,0.30453488,0.17235102,0.34428877,0.36854663,0.5661093,0.6065431,112,112
1,81,-0.0018,-0.0004,100.0,0.32867146,0.347211,0.3215874,0.6494907,0.26442987,0.11287604,0.3224048,0.6612033,0.28505534,0.16966388,0.34549278,0.3601447,0.5525952,0.5979081,111,111
1,82,-0.0012,0.0001,100.0,0.34410897,0.35673064,0.33878854,0.65182024,0.2652361,0.11744127,0.30575004,0.66465545,0.26885387,0.16781813,0.34963387,0.35020432,0.5459677,0.58699095,110,110
1,83,0.0004,0.0005,100.0,0.35034588,0.36149842,0.36094415,0.65516806,0.26138023,0.122516744,0.29457283,0.66974676,0.26106346,0.1669265,0.3590532,0.3445098,0.5485154,0.57878846,109,109
1,84,0.0005,0.0002,100.0,0.3432191,0.36200902,0.3820862,0.66018635,0.2580429,0.12657358,0.29330748,0.6733985,0.2609882,0.16644885,0.37426493,0.34488788,0.55985385,0.578498,108,108
1,85,0.0025,0.0003,100.0,0.32601184,0.35703138,0.39869916,0.6657714,0.26024273,0.12864892,0.29981223,0.67337877,0.2647171,0.16585048,0.39213145,0.34791857,0.57584846,0.5869242,107,107
1,86,-0.0012,0.0004,100.0,0.30844098,0.345104,0.4099829,0.66881084,0.26730743,0.12903795,0.30921444,0.669042,0.26886436,0.16518623,0.40759897,0.34805182,0.5912886,0.6004683,106,106
1,87,0.0,-0.0004,100.0,0.30046195,0.32857266,0.41593713,0.6654612,0.2736986,0.12897211,0.31753317,0.66123205,0.272674,0.16497204,0.41509846,0.34369177,0.6045271,0.61541504,105,105
1,88,0.0029,0.0003,100.0,0.30639422,0.31461325,0.4168438,0.65364605,0.2756128,0.12931724,0.32245317,0.65148675,0.2771875,0.16548307,0.40951914,0.339251,0.61773896,0.6305343,104,104
1,89,0.0008,-0.0001,100.0,0.32443917,0.31080982,0.41370606,0.6364789,0.27491057,0.12966551,0.32381612,0.6416816,0.28252587,0.16639481,0.3904601,0.3404907,0.6316886,0.6440033,103,103
1,90,0.0017,-0.0001,100.0,0.34988332,0.31910795,0.40793368,0.6222569,0.27600056,0.1288994,0.3242815,0.6340999,0.28654003,0.16716993,0.36671185,0.34882644,0.6416933,0.6505006,102,102
1,91,0.0025,-0.0004,100.0,0.37728077,0.3332615,0.4012722,0.61802316,0.28042856,0.12650678,0.3273415,0.63041,0.2865508,0.16750172,0.35292685,0.36098015,0.6403651,0.64530087,101,101
1,92,0.001,-0.0002,100.0,0.3999895,0.34237126,0.39560556,0.62266105,0.28525385,0.12312727,0.33349982,0.63064325,0.2818422,0.1672597,0.3585373,0.37295663,0.62492573,0.63054216,100,100
1,93,0.0032,0.0002,100.0,0.41043022,0.3400614,0.3913293,0.627748,0.28601092,0.119917884,0.3395259,0.6339521,0.27412948,0.16625586,0.37948385,0.38227227,0.6016036,0.61374843,99,99
1,94,-0.0021,0.0002,100.0,0.4035626,0.3324719,0.38689098,0.62503314,0.28100535,0.117565446,0.34216624,0.63964045,0.26647112,0.16430253,0.40115798,0.38626388,0.5822064,0.5999427,98,98
1,95,0.0019,0.0003,100.0,0.38114992,0.33430678,0.38188478,0.61278576,0.2728969,0.11590059,0.34171584,0.646732,0.26210243,0.16152348,0.41023266,0.38171685,0.5753397,0.5882054,97,97
1,96,-0.0034,0.0001,100.0,0.3526621,0.35366383,0.3793229,0.59661883,0.26608974,0.11440582,0.34176192,0.6531868,0.26311916,0.15855484,0.40497565,0.36879966,0.57994854,0.5767289,96,96
1,97,0.0035,-0.0003,100.0,0.3312659,0.38228947,0.38253328,0.5853391,0.2630461,0.1131032,0.34651944,0.6562171,0.2691963,0.15624581,0.39499143,0.35312647,0.58692795,0.5689347,95,95
1,98,0.0006,0.0004,100.0,0.32658225,0.4029682,0.39035144,0.5843931,0.26374388,0.11283967,0.35825184,0.6538644,0.2775976,0.15493341,0.3913188,0.34137958,0.5872889,0.5724479,94,94
1,99,-0.0005,-0.0,100.0,0.3388682,0.40478104,0.39712116,0.5914999,0.26769876,0.11455501,0.37512714,0.6469289,0.284887,0.15407318,0.39717153,0.33604875,0.5788702,0.59146756,93,93
1,100,-0.0021,-0.0003,100.0,0.3589483,0.39016616,0.39762416,0.5990834,0.27465963,0.11815191,0.39058912,0.6392439,0.28921443,0.15288834,0.4073648,0.3358601,0.5660053,0.6208932,92,92
1,101,0.0012,0.0003,100.0,0.37397808,0.37044314,0.3915816,0.60148335,0.28309375,0.12213568,0.39652157,0.63546735,0.29132938,0.15144342,0.4143979,0.33950725,0.5548853,0.6493264,91,91
1,102,0.0017,0.0005,100.0,0.3761094,0.35727596,0.38333508,0.59895647,0.28970006,0.12458584,0.3889536,0.6381195,0.2931507,0.15073852,0.4146947,0.34709293,0.5503392,0.6680066,90,90
1,103,-0.0013,0.0001,100.0,0.3687518,0.35671005,0.37752447,0.59540457,0.291853,0.12469061,0.37136132,0.645467,0.2952996,0.15159747,0.4107778,0.35966814,0.5551064,0.6759892,89,89
1,104,-0.0001,0.0001,100.0,0.36465868,0.36741048,0.37554803,0.5949445,0.29039153,0.12329447,0.35294825,0.6519602,0.29646614,0.15369964,0.40764347,0.37872714,0.5690357,0.67724615,88,88
1,105,0.0024,0.0004,100.0,0.37556753,0.38237157,0.37593326,0.60054016,0.28914744,0.12193798,0.34350798,0.65256125,0.2954159,0.1559279,0.40612134,0.40428534,0.5880885,0.6743574,87,87
1,106,0.0,0.0001,100.0,0.40183726,0.39297488,0.37672782,0.61245596,0.29175317,0.12161356,0.3480075,0.6474954,0.29334658,0.15743752,0.40191367,0.43177378,0.60602486,0.66579646,86,86
1,107,-0.0012,-0.0001,100.0,0.43164966,0.39377266,0.37711874,0.62641406,0.2988126,0.122517414,0.36386776,0.64169055,0.29402944,0.15807687,0.39339405,0.45241302,0.61880517,0.648813,85,85
1,108,0.0008,0.0001,100.0,0.4506972,0.38541582,0.37738767,0.6350849,0.30738768,0.12445775,0.38240653,0.6397151,0.3010771,0.15806979,0.38743442,0.4592479,0.6263911,0.62398195,84,84
1,109,-0.0011,-0.0003,100.0,0.45342118,0.3736239,0.37795168,0.63317114,0.31292313,0.12699573,0.39377376,0.6421238,0.3145438,0.15779169,0.39328668,0.45328352,0.62927425,0.59662014,83,83
1,110,-0.0,0.0004,100.0,0.44499734,0.365088,0.3786248,0.6217689,0.31230712,0.12937142,0.39291793,0.6460428,0.33057365,0.15768565,0.4114522,0.44282985,0.62599045,0.57465035,82,82
1,111,0.0008,0.0004,100.0,0.43363452,0.3639312,0.37896663,0.60880107,0.30599195,0.13074034,0.3827961,0.647801,0.34458303,0.1579249,0.43191603,0.4365357,0.6164511,0.56450474,81,81
1,112,0.0005,0.0003,100.0,0.42347357,0.36994794,0.37910914,0.60512614,0.29760045,0.13065344,0.37170187,0.6447782,0.35372347,0.15825258,0.44290656,0.436925,0.60514355,0.5667212,80,80
1,113,0.0007,0.0001,100.0,0.41483507,0.37843817,0.3799919,0.6176287,0.29125366,0.1293506,0.36633873,0.6359834,0.35632265,0.15833122,0.43924212,0.43977854,0.5976569,0.5745115,79,79
1,114,0.0003,0.0004,100.0,0.40751058,0.38330308,0.38300735,0.643739,0.2889188,0.12759413,0.36757746,0.62229985,0.35156468,0.15807106,0.42360035,0.43886474,0.5949669,0.57811576,78,78
1,115,-0.0017,0.0005,100.0,0.40175173,0.3830809,0.3893168,0.6725666,0.28996596,0.12605307,0.3729205,0.60633963,0.34132937,0.15746455,0.40299484,0.4316185,0.59313285,0.5723752,77,77
1,116,-0.002,-0.0003,100.0,0.39847532,0.38395733,0.3989068,0.69183505,0.2926734,0.12469673,0.38072398,0.59132767,0.33038202,0.15632728,0.3842689,0.42167887,0.5882596,0.5609706,76,76
1,117,0.0005,0.0004,100.0,0.4004259,0.39449543,0.41023636,0.6943893,0.29566813,0.12281872,0.39021,0.5795465,0.32269663,0.15451515,0.37099642,0.41619134,0.5797023,0.5533663,75,75
1,118,-0.0006,-0.0004,100.0,0.41160956,0.4163406,0.42151687,0.68017596,0.2984827,0.11973453,0.39930302,0.57132035,0.31862122,0.15250437,0.363614,0.41917437,0.568187,0.55652857,74,74
1,119,0.0013,0.0005,100.0,0.43386546,0.44084096,0.43188396,0.6537917,0.30174384,0.11559163,0.40499526,0.5653903,0.31705153,0.15149888,0.3619688,0.4272637,0.55386394,0.5685717,73,73
1,120,-0.0024,0.0005,100.0,0.46399888,0.4550045,0.43998504,0.62011534,0.3068208,0.11168367,0.4059355,0.5608887,0.31892434,0.15247245,0.36662832,0.43280157,0.5384665,0.58000135,72,72
1,121,-0.0033,0.0004,100.0,0.49385235,0.45047784,0.44258985,0.5821632,0.31420577,0.10984695,0.40383828,0.5590354,0.32618278,0.15501136,0.37711772,0.43107626,0.5263766,0.5812678,71,71
1,122,0.0026,-0.0001,100.0,0.5132379,0.42807403,0.43776044,0.5437348,0.3217735,0.11108678,0.402305,0.56195533,0.3373894,0.15752931,0.39028615,0.42394543,0.52034026,0.56988317,70,70
1,123,0.0016,-0.0002,100.0,0.51552135,0.3963641,0.42920625,0.51273406,0.325471,0.114606895,0.40437388,0.5697153,0.34689197,0.15876618,0.4023186,0.41675362,0.518671,0.55126464,69,69
1,124,0.0025,0.0002,100.0,0.5023989,0.3672458,0.4237881,0.4980584,0.32271522,0.118495144,0.41065246,0.5799742,0.34995314,0.1587683,0.41248566,0.41275617,0.5190909,0.53351784,68,68
1,125,-0.0004,0.0005,100.0,0.48210287,0.3510554,0.42415625,0.5008543,0.31528887,0.12136939,0.41937113,0.59100527,0.3476629,0.15832901,0.4232777,0.4113274,0.52202934,0.5219895,67,67
1,126,0.0016,0.0001,100.0,0.46261564,0.3520564,0.42738056,0.51096237,0.30848238,0.12288288,0.42792344,0.6033332,0.3451918,0.15771912,0.43552017,0.4109088,0.5271272,0.51837176,66,66
1,127,-0.001,0.0002,100.0,0.44832823,0.3658908,0.4313114,0.51575446,0.30699122,0.1228121,0.43423787,0.6169016,0.3457946,0.15623614,0.44473264,0.4110963,0.5294053,0.52270484,65,65
1,128,-0.0006,0.0003,100.0,0.44226232,0.38240674,0.43759418,0.512706,0.31171414,0.120681934,0.43748978,0.627953,0.34829423,0.15322788,0.44464952,0.41127,0.5224419,0.53410465,64,64
1,129,-0.0033,0.0003,100.0,0.44678342,0.3938431,0.44669032,0.5106001,0.32035,0.116784684,0.43851107,0.63105303,0.35032508,0.14939794,0.43465382,0.40991622,0.5051337,0.54928416,63,63
1,130,-0.0007,0.0002,100.0,0.45966503,0.399786,0.4538965,0.5182755,0.32973439,0.11281873,0.4390622,0.62431884,0.35164163,0.14666168,0.42194912,0.40709168,0.4840979,0.5618795,62,62
